year,geo_name,geo,child_mortality
2015,"Duval County","05000US48131",None
2017,"Duval County","05000US48131",None
2016,"Eastland County","05000US48133",None
2015,"Eastland County","05000US48133",None
2015,"Edwards County","05000US48137",None
2016,"Edwards County","05000US48137",None
2017,"Edwards County","05000US48137",None
2017,"Greene County","05000US13133",None
2015,"Greene County","05000US13133",None
2016,"Falls County","05000US48145",None
2017,"Falls County","05000US48145",None
2015,"Glascock County","05000US13125",None
2017,"Glascock County","05000US13125",None
2017,"Fayette County","05000US48149",None
2016,"Glascock County","05000US13125",None
2017,"Fisher County","05000US48151",None
2015,"Fisher County","05000US48151",None
2016,"Fisher County","05000US48151",None
2015,"Floyd County","05000US48153",None
2016,"Floyd County","05000US48153",None
2017,"Floyd County","05000US48153",None
2017,"Foard County","05000US48155",None
2016,"Foard County","05000US48155",None
2015,"Foard County","05000US48155",None
2016,"Franklin County","05000US48159",None
2017,"Franklin County","05000US48159",None
2015,"Franklin County","05000US48159",None
2016,"Gilmer County","05000US13123",None
2017,"Gilmer County","05000US13123",None
2015,"Evans County","05000US13109",None
2015,"Garza County","05000US48169",None
2017,"Garza County","05000US48169",None
2016,"Garza County","05000US48169",None
2016,"Gillespie County","05000US48171",None
2017,"Gillespie County","05000US48171",None
2016,"Evans County","05000US13109",None
2017,"Glasscock County","05000US48173",None
2016,"Glasscock County","05000US48173",None
2015,"Glasscock County","05000US48173",None
2017,"Goliad County","05000US48175",None
2016,"Goliad County","05000US48175",None
2015,"Goliad County","05000US48175",None
2016,"Gonzales County","05000US48177",None
2015,"Gonzales County","05000US48177",None
2017,"Evans County","05000US13109",None
2015,"Elbert County","05000US13105",None
2015,"Echols County","05000US13101",None
2017,"Echols County","05000US13101",None
2016,"Echols County","05000US13101",None
2015,"Dooly County","05000US13093",None
2016,"Dooly County","05000US13093",None
2017,"Dooly County","05000US13093",None
2015,"Dodge County","05000US13091",None
2015,"Dawson County","05000US13085",None
2016,"Crawford County","05000US13079",None
2015,"Crawford County","05000US13079",None
2017,"Hall County","05000US48191",None
2015,"Hall County","05000US48191",None
2016,"Hall County","05000US48191",None
2016,"Hamilton County","05000US48193",None
2015,"Hamilton County","05000US48193",None
2017,"Hamilton County","05000US48193",None
2016,"Hansford County","05000US48195",None
2015,"Hansford County","05000US48195",None
2017,"Hansford County","05000US48195",None
2017,"Hardeman County","05000US48197",None
2015,"Hardeman County","05000US48197",None
2016,"Hardeman County","05000US48197",None
2015,"Clinch County","05000US13065",None
2016,"Clinch County","05000US13065",None
2017,"Clay County","05000US13061",None
2017,"Hartley County","05000US48205",None
2016,"Hartley County","05000US48205",None
2015,"Hartley County","05000US48205",None
2015,"Haskell County","05000US48207",None
2016,"Haskell County","05000US48207",None
2017,"Haskell County","05000US48207",None
2016,"Hemphill County","05000US48211",None
2015,"Hemphill County","05000US48211",None
2017,"Hemphill County","05000US48211",None
2015,"Clay County","05000US13061",None
2016,"Clay County","05000US13061",None
2016,"Washakie County","05000US56043",None
2017,"Chattahoochee County","05000US13053",None
2015,"Chattahoochee County","05000US13053",None
2016,"Chattahoochee County","05000US13053",None
2017,"Charlton County","05000US13049",None
2015,"Houston County","05000US48225",None
2016,"Charlton County","05000US13049",None
2016,"Houston County","05000US48225",None
2016,"Candler County","05000US13043",None
2017,"Candler County","05000US13043",None
2017,"Hudspeth County","05000US48229",None
2016,"Hudspeth County","05000US48229",None
2015,"Hudspeth County","05000US48229",None
2015,"Candler County","05000US13043",None
2016,"Calhoun County","05000US13037",None
2015,"Calhoun County","05000US13037",None
2017,"Calhoun County","05000US13037",None
2016,"Bleckley County","05000US13023",None
2017,"Bleckley County","05000US13023",None
2015,"Irion County","05000US48235",None
2017,"Irion County","05000US48235",None
2016,"Irion County","05000US48235",None
2015,"Jack County","05000US48237",None
2017,"Jack County","05000US48237",None
2016,"Jack County","05000US48237",None
2015,"Jackson County","05000US48239",None
2015,"Bleckley County","05000US13023",None
2016,"Jackson County","05000US48239",None
2015,"Jeff Davis County","05000US48243",None
2016,"Jeff Davis County","05000US48243",None
2017,"Jeff Davis County","05000US48243",None
2017,"Banks County","05000US13011",None
2016,"Banks County","05000US13011",None
2017,"Jim Hogg County","05000US48247",None
2016,"Jim Hogg County","05000US48247",None
2015,"Jim Hogg County","05000US48247",None
2015,"Banks County","05000US13011",None
2015,"Baker County","05000US13007",None
2016,"Baker County","05000US13007",None
2017,"Baker County","05000US13007",None
2016,"Bacon County","05000US13005",None
2017,"Bacon County","05000US13005",None
2016,"Jones County","05000US48253",None
2015,"Jones County","05000US48253",None
2017,"Jones County","05000US48253",None
2015,"Karnes County","05000US48255",None
2017,"Karnes County","05000US48255",None
2016,"Karnes County","05000US48255",None
2015,"Bacon County","05000US13005",None
2016,"Atkinson County","05000US13003",None
2015,"Atkinson County","05000US13003",None
2017,"Atkinson County","05000US13003",None
2016,"Washington County","05000US12133",None
2017,"Kenedy County","05000US48261",None
2015,"Kenedy County","05000US48261",None
2016,"Kenedy County","05000US48261",None
2015,"Kent County","05000US48263",None
2016,"Kent County","05000US48263",None
2017,"Kent County","05000US48263",None
2015,"Kimble County","05000US48267",None
2016,"Kimble County","05000US48267",None
2017,"Kimble County","05000US48267",None
2017,"King County","05000US48269",None
2015,"King County","05000US48269",None
2016,"King County","05000US48269",None
2017,"Kinney County","05000US48271",None
2016,"Kinney County","05000US48271",None
2015,"Kinney County","05000US48271",None
2016,"Knox County","05000US48275",None
2017,"Knox County","05000US48275",None
2015,"Knox County","05000US48275",None
2017,"Union County","05000US12125",None
2016,"Union County","05000US12125",None
2015,"Union County","05000US12125",None
2017,"Lamb County","05000US48279",None
2017,"Taylor County","05000US12123",None
2015,"Lampasas County","05000US48281",None
2017,"Lampasas County","05000US48281",None
2016,"Lampasas County","05000US48281",None
2016,"La Salle County","05000US48283",None
2015,"La Salle County","05000US48283",None
2017,"La Salle County","05000US48283",None
2015,"Lavaca County","05000US48285",None
2016,"Lee County","05000US48287",None
2017,"Lee County","05000US48287",None
2015,"Lee County","05000US48287",None
2016,"Leon County","05000US48289",None
2017,"Leon County","05000US48289",None
2015,"Leon County","05000US48289",None
2017,"Limestone County","05000US48293",None
2017,"Lipscomb County","05000US48295",None
2016,"Lipscomb County","05000US48295",None
2015,"Lipscomb County","05000US48295",None
2017,"Live Oak County","05000US48297",None
2016,"Live Oak County","05000US48297",None
2015,"Live Oak County","05000US48297",None
2016,"Llano County","05000US48299",None
2015,"Llano County","05000US48299",None
2016,"Loving County","05000US48301",None
2017,"Loving County","05000US48301",None
2015,"Loving County","05000US48301",None
2016,"Lynn County","05000US48305",None
2017,"Lynn County","05000US48305",None
2015,"Lynn County","05000US48305",None
2016,"McCulloch County","05000US48307",None
2015,"McCulloch County","05000US48307",None
2017,"McCulloch County","05000US48307",None
2016,"McMullen County","05000US48311",None
2017,"McMullen County","05000US48311",None
2015,"McMullen County","05000US48311",None
2017,"Madison County","05000US48313",None
2016,"Madison County","05000US48313",None
2015,"Madison County","05000US48313",None
2017,"Marion County","05000US48315",None
2016,"Marion County","05000US48315",None
2015,"Marion County","05000US48315",None
2016,"Martin County","05000US48317",None
2015,"Martin County","05000US48317",None
2017,"Martin County","05000US48317",None
2016,"Mason County","05000US48319",None
2017,"Mason County","05000US48319",None
2015,"Mason County","05000US48319",None
2016,"Menard County","05000US48327",None
2015,"Menard County","05000US48327",None
2017,"Menard County","05000US48327",None
2017,"Liberty County","05000US12077",None
2016,"Mills County","05000US48333",None
2017,"Mills County","05000US48333",None
2015,"Mills County","05000US48333",None
2015,"Mitchell County","05000US48335",None
2016,"Mitchell County","05000US48335",None
2017,"Mitchell County","05000US48335",None
2017,"Montague County","05000US48337",None
2016,"Montague County","05000US48337",None
2015,"Liberty County","05000US12077",None
2017,"Lafayette County","05000US12067",None
2015,"Lafayette County","05000US12067",None
2016,"Lafayette County","05000US12067",None
2016,"Morris County","05000US48343",None
2017,"Morris County","05000US48343",None
2015,"Motley County","05000US48345",None
2016,"Motley County","05000US48345",None
2017,"Motley County","05000US48345",None
2017,"Jefferson County","05000US12065",None
2015,"Newton County","05000US48351",None
2017,"Newton County","05000US48351",None
2016,"Nolan County","05000US48353",None
2016,"Gulf County","05000US12045",None
2017,"Nolan County","05000US48353",None
2015,"Gulf County","05000US12045",None
2017,"Washakie County","05000US56043",None
2017,"Gulf County","05000US12045",None
2017,"Ochiltree County","05000US48357",None
2015,"Ochiltree County","05000US48357",None
2016,"Ochiltree County","05000US48357",None
2015,"Oldham County","05000US48359",None
2017,"Oldham County","05000US48359",None
2016,"Oldham County","05000US48359",None
2015,"Glades County","05000US12043",None
2017,"Glades County","05000US12043",None
2016,"Glades County","05000US12043",None
2016,"Gilchrist County","05000US12041",None
2015,"Gilchrist County","05000US12041",None
2015,"Franklin County","05000US12037",None
2016,"Franklin County","05000US12037",None
2017,"Franklin County","05000US12037",None
2016,"Parmer County","05000US48369",None
2015,"Parmer County","05000US48369",None
2017,"Parmer County","05000US48369",None
2015,"Pecos County","05000US48371",None
2016,"Pecos County","05000US48371",None
2015,"Dixie County","05000US12029",None
2017,"Dixie County","05000US12029",None
2016,"Presidio County","05000US48377",None
2015,"Presidio County","05000US48377",None
2017,"Presidio County","05000US48377",None
2015,"Rains County","05000US48379",None
2017,"Rains County","05000US48379",None
2016,"Rains County","05000US48379",None
2015,"Reagan County","05000US48383",None
2017,"Reagan County","05000US48383",None
2016,"Reagan County","05000US48383",None
2016,"Real County","05000US48385",None
2015,"Real County","05000US48385",None
2017,"Real County","05000US48385",None
2017,"Red River County","05000US48387",None
2016,"Red River County","05000US48387",None
2015,"Red River County","05000US48387",None
2017,"Refugio County","05000US48391",None
2016,"Refugio County","05000US48391",None
2015,"Refugio County","05000US48391",None
2017,"Roberts County","05000US48393",None
2016,"Roberts County","05000US48393",None
2015,"Roberts County","05000US48393",None
2016,"Calhoun County","05000US12013",None
2017,"Runnels County","05000US48399",None
2016,"Runnels County","05000US48399",None
2015,"Runnels County","05000US48399",None
2015,"Calhoun County","05000US12013",None
2017,"Calhoun County","05000US12013",None
2017,"Sabine County","05000US48403",None
2015,"Sabine County","05000US48403",None
2016,"Sabine County","05000US48403",None
2017,"San Augustine County","05000US48405",None
2016,"San Saba County","05000US48411",None
2017,"San Saba County","05000US48411",None
2015,"San Saba County","05000US48411",None
2015,"Schleicher County","05000US48413",None
2016,"Schleicher County","05000US48413",None
2017,"Schleicher County","05000US48413",None
2016,"Scurry County","05000US48415",None
2017,"Scurry County","05000US48415",None
2015,"Shackelford County","05000US48417",None
2017,"Shackelford County","05000US48417",None
2016,"Shackelford County","05000US48417",None
2017,"Sherman County","05000US48421",None
2015,"Sherman County","05000US48421",None
2016,"Sherman County","05000US48421",None
2017,"Somervell County","05000US48425",None
2015,"Somervell County","05000US48425",None
2016,"Somervell County","05000US48425",None
2015,"Stephens County","05000US48429",None
2016,"Stephens County","05000US48429",None
2017,"Stephens County","05000US48429",None
2016,"Sterling County","05000US48431",None
2015,"Sterling County","05000US48431",None
2017,"Sterling County","05000US48431",None
2017,"Stonewall County","05000US48433",None
2016,"Stonewall County","05000US48433",None
2015,"Stonewall County","05000US48433",None
2015,"Sutton County","05000US48435",None
2017,"Sutton County","05000US48435",None
2016,"Sutton County","05000US48435",None
2017,"Swisher County","05000US48437",None
2016,"Swisher County","05000US48437",None
2015,"Swisher County","05000US48437",None
2017,"Terrell County","05000US48443",None
2016,"Terrell County","05000US48443",None
2015,"Terrell County","05000US48443",None
2017,"Terry County","05000US48445",None
2017,"Throckmorton County","05000US48447",None
2016,"Throckmorton County","05000US48447",None
2015,"Throckmorton County","05000US48447",None
2016,"Yuma County","05000US08125",None
2015,"Yuma County","05000US08125",None
2015,"Washakie County","05000US56043",None
2017,"Trinity County","05000US48455",None
2016,"Trinity County","05000US48455",None
2015,"Trinity County","05000US48455",None
2016,"Washington County","05000US08121",None
2015,"Washington County","05000US08121",None
2017,"Washington County","05000US08121",None
2015,"Summit County","05000US08117",None
2017,"Summit County","05000US08117",None
2016,"Summit County","05000US08117",None
2017,"Upton County","05000US48461",None
2016,"Upton County","05000US48461",None
2015,"Upton County","05000US48461",None
2017,"Sedgwick County","05000US08115",None
2015,"Sedgwick County","05000US08115",None
2016,"Sedgwick County","05000US08115",None
2015,"San Miguel County","05000US08113",None
2016,"San Miguel County","05000US08113",None
2017,"San Miguel County","05000US08113",None
2015,"San Juan County","05000US08111",None
2016,"San Juan County","05000US08111",None
2017,"San Juan County","05000US08111",None
2016,"Saguache County","05000US08109",None
2015,"Saguache County","05000US08109",None
2017,"Saguache County","05000US08109",None
2017,"Ward County","05000US48475",None
2016,"Ward County","05000US48475",None
2015,"Ward County","05000US48475",None
2015,"Routt County","05000US08107",None
2017,"Rio Grande County","05000US08105",None
2015,"Rio Grande County","05000US08105",None
2016,"Rio Grande County","05000US08105",None
2016,"Wheeler County","05000US48483",None
2017,"Wheeler County","05000US48483",None
2015,"Wheeler County","05000US48483",None
2016,"Rio Blanco County","05000US08103",None
2015,"Rio Blanco County","05000US08103",None
2017,"Rio Blanco County","05000US08103",None
2015,"Wilbarger County","05000US48487",None
2017,"Wilbarger County","05000US48487",None
2016,"Wilbarger County","05000US48487",None
2016,"Pitkin County","05000US08097",None
2015,"Pitkin County","05000US08097",None
2017,"Pitkin County","05000US08097",None
2015,"Winkler County","05000US48495",None
2016,"Winkler County","05000US48495",None
2017,"Winkler County","05000US48495",None
2016,"Phillips County","05000US08095",None
2015,"Phillips County","05000US08095",None
2017,"Phillips County","05000US08095",None
2015,"Park County","05000US08093",None
2016,"Park County","05000US08093",None
2017,"Park County","05000US08093",None
2015,"Yoakum County","05000US48501",None
2016,"Yoakum County","05000US48501",None
2017,"Yoakum County","05000US48501",None
2016,"Young County","05000US48503",None
2017,"Young County","05000US48503",None
2015,"Young County","05000US48503",None
2016,"Ouray County","05000US08091",None
2015,"Ouray County","05000US08091",None
2017,"Ouray County","05000US08091",None
2016,"Zavala County","05000US48507",None
2017,"Otero County","05000US08089",None
2017,"Zavala County","05000US48507",None
2015,"Beaver County","05000US49001",None
2017,"Beaver County","05000US49001",None
2017,"Moffat County","05000US08081",None
2016,"Moffat County","05000US08081",None
2016,"Mineral County","05000US08079",None
2015,"Mineral County","05000US08079",None
2015,"Carbon County","05000US49007",None
2017,"Carbon County","05000US49007",None
2016,"Daggett County","05000US49009",None
2015,"Daggett County","05000US49009",None
2017,"Daggett County","05000US49009",None
2017,"Mineral County","05000US08079",None
2017,"Logan County","05000US08075",None
2017,"Lincoln County","05000US08073",None
2016,"Emery County","05000US49015",None
2017,"Emery County","05000US49015",None
2015,"Emery County","05000US49015",None
2015,"Garfield County","05000US49017",None
2016,"Garfield County","05000US49017",None
2017,"Garfield County","05000US49017",None
2017,"Grand County","05000US49019",None
2015,"Grand County","05000US49019",None
2016,"Grand County","05000US49019",None
2016,"Lincoln County","05000US08073",None
2015,"Lincoln County","05000US08073",None
2017,"Las Animas County","05000US08071",None
2015,"Juab County","05000US49023",None
2017,"Juab County","05000US49023",None
2017,"Kane County","05000US49025",None
2015,"Kane County","05000US49025",None
2016,"Kane County","05000US49025",None
2015,"Millard County","05000US49027",None
2016,"Millard County","05000US49027",None
2017,"Millard County","05000US49027",None
2017,"Morgan County","05000US49029",None
2016,"Morgan County","05000US49029",None
2015,"Morgan County","05000US49029",None
2016,"Piute County","05000US49031",None
2017,"Piute County","05000US49031",None
2015,"Piute County","05000US49031",None
2015,"Rich County","05000US49033",None
2017,"Rich County","05000US49033",None
2016,"Rich County","05000US49033",None
2016,"Lake County","05000US08065",None
2017,"Lake County","05000US08065",None
2015,"Lake County","05000US08065",None
2016,"Kit Carson County","05000US08063",None
2017,"Sevier County","05000US49041",None
2017,"Kit Carson County","05000US08063",None
2015,"Kit Carson County","05000US08063",None
2016,"Weston County","05000US56045",None
2016,"Kiowa County","05000US08061",None
2015,"Kiowa County","05000US08061",None
2015,"Wayne County","05000US49055",None
2016,"Wayne County","05000US49055",None
2017,"Wayne County","05000US49055",None
2017,"Kiowa County","05000US08061",None
2016,"Addison County","05000US50001",None
2015,"Addison County","05000US50001",None
2017,"Addison County","05000US50001",None
2017,"Jackson County","05000US08057",None
2016,"Jackson County","05000US08057",None
2017,"Essex County","05000US50009",None
2015,"Essex County","05000US50009",None
2016,"Essex County","05000US50009",None
2015,"Grand Isle County","05000US50013",None
2016,"Grand Isle County","05000US50013",None
2017,"Grand Isle County","05000US50013",None
2017,"Lamoille County","05000US50015",None
2015,"Lamoille County","05000US50015",None
2016,"Lamoille County","05000US50015",None
2017,"Orange County","05000US50017",None
2016,"Orange County","05000US50017",None
2015,"Orange County","05000US50017",None
2015,"Jackson County","05000US08057",None
2017,"Huerfano County","05000US08055",None
2015,"Huerfano County","05000US08055",None
2016,"Huerfano County","05000US08055",None
2015,"Hinsdale County","05000US08053",None
2017,"Hinsdale County","05000US08053",None
2016,"Hinsdale County","05000US08053",None
2016,"Gunnison County","05000US08051",None
2017,"Grand County","05000US08049",None
2015,"Grand County","05000US08049",None
2016,"Grand County","05000US08049",None
2017,"Gilpin County","05000US08047",None
2016,"Gilpin County","05000US08047",None
2015,"Alleghany County","05000US51005",None
2015,"Amelia County","05000US51007",None
2017,"Amelia County","05000US51007",None
2016,"Amelia County","05000US51007",None
2015,"Gilpin County","05000US08047",None
2015,"Appomattox County","05000US51011",None
2017,"Appomattox County","05000US51011",None
2015,"Elbert County","05000US08039",None
2016,"Elbert County","05000US08039",None
2017,"Bath County","05000US51017",None
2015,"Bath County","05000US51017",None
2016,"Bath County","05000US51017",None
2015,"Bland County","05000US51021",None
2017,"Bland County","05000US51021",None
2016,"Bland County","05000US51021",None
2017,"Botetourt County","05000US51023",None
2016,"Brunswick County","05000US51025",None
2017,"Brunswick County","05000US51025",None
2017,"Dolores County","05000US08033",None
2016,"Dolores County","05000US08033",None
2015,"Buckingham County","05000US51029",None
2016,"Buckingham County","05000US51029",None
2017,"Buckingham County","05000US51029",None
2015,"Dolores County","05000US08033",None
2016,"Custer County","05000US08027",None
2017,"Custer County","05000US08027",None
2015,"Custer County","05000US08027",None
2016,"Crowley County","05000US08025",None
2015,"Crowley County","05000US08025",None
2016,"Carroll County","05000US51035",None
2017,"Charles City County","05000US51036",None
2016,"Charles City County","05000US51036",None
2015,"Charles City County","05000US51036",None
2017,"Charlotte County","05000US51037",None
2016,"Charlotte County","05000US51037",None
2015,"Charlotte County","05000US51037",None
2015,"Clarke County","05000US51043",None
2016,"Clarke County","05000US51043",None
2017,"Clarke County","05000US51043",None
2017,"Craig County","05000US51045",None
2015,"Craig County","05000US51045",None
2016,"Craig County","05000US51045",None
2017,"Crowley County","05000US08025",None
2015,"Costilla County","05000US08023",None
2017,"Costilla County","05000US08023",None
2016,"Cumberland County","05000US51049",None
2015,"Cumberland County","05000US51049",None
2017,"Cumberland County","05000US51049",None
2017,"Dickenson County","05000US51051",None
2016,"Dickenson County","05000US51051",None
2015,"Dickenson County","05000US51051",None
2016,"Costilla County","05000US08023",None
2015,"Conejos County","05000US08021",None
2017,"Conejos County","05000US08021",None
2016,"Conejos County","05000US08021",None
2016,"Clear Creek County","05000US08019",None
2017,"Essex County","05000US51057",None
2017,"Floyd County","05000US51063",None
2016,"Floyd County","05000US51063",None
2015,"Floyd County","05000US51063",None
2015,"Clear Creek County","05000US08019",None
2017,"Clear Creek County","05000US08019",None
2016,"Cheyenne County","05000US08017",None
2015,"Cheyenne County","05000US08017",None
2017,"Cheyenne County","05000US08017",None
2017,"Giles County","05000US51071",None
2016,"Giles County","05000US51071",None
2015,"Giles County","05000US51071",None
2016,"Goochland County","05000US51075",None
2015,"Goochland County","05000US51075",None
2017,"Goochland County","05000US51075",None
2017,"Grayson County","05000US51077",None
2015,"Grayson County","05000US51077",None
2016,"Grayson County","05000US51077",None
2015,"Chaffee County","05000US08015",None
2016,"Greene County","05000US51079",None
2015,"Greene County","05000US51079",None
2016,"Greensville County","05000US51081",None
2015,"Greensville County","05000US51081",None
2017,"Greensville County","05000US51081",None
2017,"Chaffee County","05000US08015",None
2016,"Chaffee County","05000US08015",None
2017,"Highland County","05000US51091",None
2016,"Highland County","05000US51091",None
2015,"Highland County","05000US51091",None
2016,"King and Queen County","05000US51097",None
2015,"King and Queen County","05000US51097",None
2017,"King and Queen County","05000US51097",None
2015,"King George County","05000US51099",None
2017,"King George County","05000US51099",None
2016,"King George County","05000US51099",None
2015,"King William County","05000US51101",None
2017,"Bent County","05000US08011",None
2015,"Bent County","05000US08011",None
2017,"Lancaster County","05000US51103",None
2015,"Lancaster County","05000US51103",None
2016,"Lancaster County","05000US51103",None
2016,"Bent County","05000US08011",None
2015,"Baca County","05000US08009",None
2017,"Baca County","05000US08009",None
2016,"Baca County","05000US08009",None
2016,"Lunenburg County","05000US51111",None
2015,"Lunenburg County","05000US51111",None
2017,"Lunenburg County","05000US51111",None
2016,"Madison County","05000US51113",None
2015,"Madison County","05000US51113",None
2017,"Madison County","05000US51113",None
2017,"Mathews County","05000US51115",None
2015,"Mathews County","05000US51115",None
2016,"Mathews County","05000US51115",None
2015,"Archuleta County","05000US08007",None
2017,"Archuleta County","05000US08007",None
2016,"Archuleta County","05000US08007",None
2017,"Middlesex County","05000US51119",None
2016,"Middlesex County","05000US51119",None
2015,"Middlesex County","05000US51119",None
2017,"Nelson County","05000US51125",None
2015,"New Kent County","05000US51127",None
2017,"Alamosa County","05000US08003",None
2016,"Alamosa County","05000US08003",None
2015,"Northampton County","05000US51131",None
2016,"Northampton County","05000US51131",None
2015,"Northumberland County","05000US51133",None
2016,"Northumberland County","05000US51133",None
2017,"Northumberland County","05000US51133",None
2015,"Alamosa County","05000US08003",None
2017,"Page County","05000US51139",None
2015,"Patrick County","05000US51141",None
2016,"Patrick County","05000US51141",None
2017,"Patrick County","05000US51141",None
2015,"Powhatan County","05000US51145",None
2017,"Powhatan County","05000US51145",None
2016,"Powhatan County","05000US51145",None
2017,"Trinity County","05000US06105",None
2015,"Trinity County","05000US06105",None
2017,"Rappahannock County","05000US51157",None
2015,"Rappahannock County","05000US51157",None
2016,"Rappahannock County","05000US51157",None
2016,"Richmond County","05000US51159",None
2017,"Richmond County","05000US51159",None
2015,"Richmond County","05000US51159",None
2017,"Rockbridge County","05000US51163",None
2015,"Rockbridge County","05000US51163",None
2016,"Rockbridge County","05000US51163",None
2016,"Trinity County","05000US06105",None
2017,"Scott County","05000US51169",None
2016,"Southampton County","05000US51175",None
2017,"Southampton County","05000US51175",None
2016,"Surry County","05000US51181",None
2015,"Surry County","05000US51181",None
2017,"Surry County","05000US51181",None
2016,"Sussex County","05000US51183",None
2017,"Sussex County","05000US51183",None
2015,"Sussex County","05000US51183",None
2016,"Sierra County","05000US06091",None
2015,"Sierra County","05000US06091",None
2017,"Sierra County","05000US06091",None
2017,"Westmoreland County","05000US51193",None
2016,"Westmoreland County","05000US51193",None
2015,"Westmoreland County","05000US51193",None
2016,"Wythe County","05000US51197",None
2017,"Wythe County","05000US51197",None
2015,"Bedford city","05000US51515",None
2016,"Bedford city","05000US51515",None
2017,"Buena Vista city","05000US51530",None
2016,"Buena Vista city","05000US51530",None
2015,"Buena Vista city","05000US51530",None
2017,"Colonial Heights city","05000US51570",None
2016,"Colonial Heights city","05000US51570",None
2015,"Colonial Heights city","05000US51570",None
2016,"Covington city","05000US51580",None
2017,"Covington city","05000US51580",None
2015,"Covington city","05000US51580",None
2015,"Emporia city","05000US51595",None
2017,"Emporia city","05000US51595",None
2016,"Emporia city","05000US51595",None
2015,"Falls Church city","05000US51610",None
2016,"Falls Church city","05000US51610",None
2017,"Falls Church city","05000US51610",None
2016,"Franklin city","05000US51620",None
2015,"Franklin city","05000US51620",None
2017,"Galax city","05000US51640",None
2016,"Galax city","05000US51640",None
2015,"Galax city","05000US51640",None
2017,"Lexington city","05000US51678",None
2015,"Lexington city","05000US51678",None
2016,"Lexington city","05000US51678",None
2015,"Plumas County","05000US06063",None
2016,"Plumas County","05000US06063",None
2015,"Manassas Park city","05000US51685",None
2017,"Manassas Park city","05000US51685",None
2016,"Manassas Park city","05000US51685",None
2017,"Plumas County","05000US06063",None
2017,"Martinsville city","05000US51690",None
2016,"Martinsville city","05000US51690",None
2016,"Norton city","05000US51720",None
2017,"Norton city","05000US51720",None
2015,"Norton city","05000US51720",None
2016,"Poquoson city","05000US51735",None
2015,"Poquoson city","05000US51735",None
2017,"Poquoson city","05000US51735",None
2015,"Radford city","05000US51750",None
2017,"Radford city","05000US51750",None
2016,"Radford city","05000US51750",None
2015,"Mono County","05000US06051",None
2017,"Mono County","05000US06051",None
2016,"Mono County","05000US06051",None
2017,"Modoc County","05000US06049",None
2016,"Salem city","05000US51775",None
2015,"Modoc County","05000US06049",None
2017,"Salem city","05000US51775",None
2016,"Modoc County","05000US06049",None
2017,"Staunton city","05000US51790",None
2016,"Staunton city","05000US51790",None
2016,"Mariposa County","05000US06043",None
2017,"Mariposa County","05000US06043",None
2015,"Mariposa County","05000US06043",None
2017,"Williamsburg city","05000US51830",None
2016,"Williamsburg city","05000US51830",None
2015,"Williamsburg city","05000US51830",None
2017,"Asotin County","05000US53003",None
2016,"Asotin County","05000US53003",None
2015,"Asotin County","05000US53003",None
2017,"Lassen County","05000US06035",None
2017,"Columbia County","05000US53013",None
2016,"Columbia County","05000US53013",None
2015,"Columbia County","05000US53013",None
2016,"Ferry County","05000US53019",None
2015,"Ferry County","05000US53019",None
2017,"Ferry County","05000US53019",None
2017,"Garfield County","05000US53023",None
2015,"Garfield County","05000US53023",None
2016,"Garfield County","05000US53023",None
2017,"Inyo County","05000US06027",None
2015,"Inyo County","05000US06027",None
2016,"Inyo County","05000US06027",None
2016,"Jefferson County","05000US53031",None
2015,"Jefferson County","05000US53031",None
2017,"Klickitat County","05000US53039",None
2015,"Klickitat County","05000US53039",None
2015,"Lincoln County","05000US53043",None
2017,"Lincoln County","05000US53043",None
2016,"Lincoln County","05000US53043",None
2017,"Pacific County","05000US53049",None
2017,"Pend Oreille County","05000US53051",None
2015,"Pend Oreille County","05000US53051",None
2016,"Pend Oreille County","05000US53051",None
2015,"San Juan County","05000US53055",None
2017,"San Juan County","05000US53055",None
2016,"San Juan County","05000US53055",None
2016,"Skamania County","05000US53059",None
2017,"Skamania County","05000US53059",None
2015,"Skamania County","05000US53059",None
2017,"Amador County","05000US06005",None
2016,"Amador County","05000US06005",None
2015,"Amador County","05000US06005",None
2016,"Wahkiakum County","05000US53069",None
2017,"Wahkiakum County","05000US53069",None
2015,"Wahkiakum County","05000US53069",None
2016,"Alpine County","05000US06003",None
2017,"Alpine County","05000US06003",None
2015,"Alpine County","05000US06003",None
2016,"Woodruff County","05000US05147",None
2015,"Barbour County","05000US54001",None
2017,"Barbour County","05000US54001",None
2016,"Barbour County","05000US54001",None
2015,"Woodruff County","05000US05147",None
2017,"Woodruff County","05000US05147",None
2017,"Van Buren County","05000US05141",None
2016,"Van Buren County","05000US05141",None
2016,"Stone County","05000US05137",None
2017,"Sharp County","05000US05135",None
2017,"Braxton County","05000US54007",None
2015,"Braxton County","05000US54007",None
2016,"Braxton County","05000US54007",None
2017,"Searcy County","05000US05129",None
2015,"Brooke County","05000US54009",None
2015,"Searcy County","05000US05129",None
2016,"Searcy County","05000US05129",None
2015,"Scott County","05000US05127",None
2016,"Scott County","05000US05127",None
2015,"Calhoun County","05000US54013",None
2017,"Scott County","05000US05127",None
2015,"Randolph County","05000US05121",None
2015,"Clay County","05000US54015",None
2016,"Clay County","05000US54015",None
2017,"Clay County","05000US54015",None
2016,"Doddridge County","05000US54017",None
2017,"Doddridge County","05000US54017",None
2015,"Doddridge County","05000US54017",None
2016,"Randolph County","05000US05121",None
2017,"Randolph County","05000US05121",None
2016,"Prairie County","05000US05117",None
